單字(Word),中文(Chinese),主題(Topic),音標(Phonetic),難度年級(Grade),拼字音節(Chunks),例句1(Sentence1),例句1中譯(Translation1),例句2(Sentence2),例句2中譯(Translation2)
between,在...兩者之間,Prepositions,/bɪˈtwiːn/,8,be/tween,The bookstore is located between the post office and the bank.,書店位於郵局和銀行之間。,The library is located between the gym and the school gate.,圖書館位於體育館和校門之間。
coffee,咖啡,Food,/ˈkɑː.fi/,8,cof/fee,My father drank a cup of hot coffee this morning.,我爸爸今天早上喝了一杯熱咖啡。,My mother makes a hot cup of coffee every morning.,我媽媽每天早上泡一杯熱咖啡。
dry,乾的/乾燥的/使乾燥,Other adjectives,/draɪ/,8,dry,Hang your wet clothes outside to make them dry.,把濕衣服掛在外面讓它們變乾。,Put your wet shoes under the sun to dry them.,把濕鞋子放在太陽底下曬乾。
everyone,每個人/大家,Pronouns,/ˈev.ri.wʌn/,8,ev/ery/one,Everyone in our class likes the kind teacher.,我們班上的每個人都喜歡這位親切的老師。,Everyone in our class got a gold star today.,我們班上的每個人今天都得到了一個金星獎章。
gym,體育館/健身房,Places,/dʒɪm/,8,gym,We played basketball in the school gym today.,我們今天在學校體育館打了籃球。,We practice volleyball in the school gym on rainy days.,下雨天我們在學校體育館練習排球。
street,街道,Places,/striːt/,8,street,This busy street is full of cars and buses.,這條忙碌的街道擠滿了汽車和公車。,Please hold your parent's hand when crossing the street.,過馬路時請牽著父母的手。
train,火車/列車/訓練,Transportation,/treɪn/,8,train,We took a fast train to go to Hualien.,我們搭乘火車前往花蓮。,We took a train to visit our grandparents last Sunday.,我們上星期天搭火車去拜訪我們的祖父母。
was,是/在(單數過去式),Be & Auxiliaries,/wʌz/,8,was,"He was sick yesterday, so he stayed home.",他昨天生病了，所以待在家。,The weather was sunny and warm yesterday afternoon.,昨天下午的天氣晴朗且溫暖。
were,是/在(複數與第二人稱過去式),Be & Auxiliaries,/wɝː/,8,were,They were very excited about the school trip.,他們對學校旅行感到非常興奮。,The children were very excited about the sports festival.,孩子們對體育節/運動會感到非常興奮。
wore,穿戴(過去式),Actions,/wɔːr/,8,wore,She wore a pretty blue dress to the party.,她穿著一件漂亮的藍色洋裝去參加派對。,She wore a warm yellow sweater on the chilly morning.,她在這寒冷的早上穿了一件保暖的黃色毛衣。
already,已經/早已,Other adverbs,/ɑːlˈred.i/,9,al/ready,I have already finished all my homework today.,我今天已經完成了所有的作業。,I have already finished all my English spelling homework.,我早已完成了所有的英文拼字作業。
also,也/並且/此外,Other adverbs,/ˈɑːl.soʊ/,9,al/so,"He likes soccer, and he also plays baseball.",他喜歡足球，而且他也打棒球。,"My brother plays the piano, and he also plays the drum.",我哥哥會彈鋼琴，他也會打鼓。
been,是/在(過去分詞),Be & Auxiliaries,/bɪn/,9,been,Have you ever been to the Taipei zoo?,你曾去過台北動物園嗎？,I have been to the Merlion Park in Singapore once.,我曾去過一次新加坡的魚尾獅公園。
bring,帶來/拿來/攜帶,Actions,/brɪŋ/,9,bring,Remember to bring your English dictionary tomorrow.,明天記得帶上你的英文字典。,Remember to bring your water bottle to school daily.,記得每天帶你的水瓶上學。
busy,忙碌的/繁忙的,Personal characteristics,/ˈbɪz.i/,9,busy,Our teacher is very busy grading the papers.,我們的老師忙著批改考卷。,The busy bee travels from flower to flower for honey.,忙碌的蜜蜂在花朵間採蜜。
cheese,起司/乾酪,Food,/tʃiːz/,9,cheese,Put a slice of cheese on the hot hamburger.,在熱漢堡上放一片起司。,My sister likes to eat ham and cheese sandwiches.,我妹妹喜歡吃火腿起司三明治。
expensive,昂貴的/貴的,Other adjectives,/ɪkˈspen.sɪv/,9,ex/pen/sive,This computer is too expensive for me to buy.,這台電腦太昂貴了，我買不起。,This new electronic toy is too expensive to buy.,這個新電子玩具太貴了買不起。
finish,完成/結束/吃完,Actions,/ˈfɪn.ɪʃ/,9,fin/ish,We must finish our work before going home.,我們回家前必須完成我們的工作。,I always finish my daily tasks before playing soccer.,我總是踢足球前完成我每日的任務。
hear,聽到/聽見/聽說,Actions,/hɪr/,9,hear,Did you hear the birds singing in the tree?,你聽到樹上鳥兒在唱歌了嗎？,I hear the cheerful sounds of children playing outside.,我聽到外面孩子們玩耍的歡快聲音。
just,剛剛/僅僅/只是/公正的,Other adverbs,/dʒʌst/,9,just,I just saw a cute squirrel in the garden.,我剛剛在花園裡看到一隻可愛的松鼠。,He just finished his homework a few minutes ago.,他幾分鐘前剛寫完功課。
large,大的/巨大的,Sizes & measurements,/lɑːrdʒ/,9,large,They live in a large house with a garden.,他們住在一棟帶花園的寬敞房子裡。,We have a large grass field to play soccer at school.,我們學校有一個大草地可以踢足球。
lucky,幸運的/吉祥的,Personal characteristics,/ˈlʌk.i/,9,lucky,You are very lucky to win the first prize.,你非常幸運能贏得一等獎。,I got a lucky gold star card from our principal today.,我今天從校長那裡得到了一張幸運的金星卡。
often,常常/經常,Other adverbs,/ˈɑːf.tən/,9,of/ten,We often play games together on weekends.,我們週末經常一起玩遊戲。,We often visit the library to read new books.,我們經常造訪圖書館閱讀新書。
popular,受歡迎的/流行的,Personal characteristics,/ˈpɑː.pjə.lɚ/,9,pop/u/lar,Benson is a very popular student in our school.,班森是我們學校非常受歡迎的學生。,Baseball is a very popular sport among students here.,棒球是這裡學生中非常受歡迎的運動。
since,自從/自...以來/因為,Prepositions,/sɪns/,9,since,I have studied English since I was seven.,我自從七歲起就學習英文。,I have been learning English since I was seven.,我自從七歲起就一直在學習英文。
subject,學科/科目/主題,School,/ˈsʌb.dʒekt/,9,sub/ject,"What is your favorite subject, math or science?",你最喜歡的學科是什麼，數學還是自然科學？,English is my favorite subject because it is fun.,英文是我最喜歡的學科，因為很有趣。
think,想/思考/認為/以為,Actions,/θɪŋk/,9,think,I think reading books is a great hobby.,我認為閱讀書籍是一個極佳的嗜好。,Think carefully before writing down your final answer.,寫下最終答案前請仔細思考。
tomato,番茄,Food,/təˈmeɪ.t̬oʊ/,9,toma/to,We need some fresh tomatoes to make the salad.,我們需要一些新鮮番茄來製作沙拉。,We picked some fresh red tomatoes from the farm garden.,我們在農場花園裡摘了一些新鮮的紅番茄。
use,使用/用途,Actions,/juːz/,9,use,Do you know how to use this dictionary?,你知道如何使用這本字典嗎？,"May I use your ruler to draw a straight line, please?",我可以用你的尺來畫一條直線嗎？
caught,接住/抓住(過去式/過去分詞),Actions,/kɑːt/,9,caught,The goalkeeper caught the soccer ball successfully.,守門員成功接住了足球。,The goalie caught the soccer ball with a quick dive.,守門員一個快速飛身接住了足球。
flown,飛/飛行(過去分詞),Actions,/floʊn/,9,flown,Many birds have flown to warm places in winter.,許多鳥在冬天已經飛往溫暖的地方。,The wild geese have already flown to warm areas.,大雁們已經飛往溫暖的地區。
felt,感覺(過去式/過去分詞),Other verbs,/felt/,9,felt,He felt very happy when he won the game.,當他贏了比賽時感到非常高興。,I felt very warm after drinking a cup of hot milk.,喝了一杯熱牛奶後我感覺非常溫暖。
found,找到(過去式/過去分詞)/建立,Actions,/faʊnd/,9,found,She found her lost key under the kitchen table.,她在廚房桌子底下找到了她遺失的鑰匙。,She found a beautiful shell in the sand yesterday.,她昨天在沙灘上找到了一個美麗的貝殼。
grown,生長/成長(過去分詞)/成年的,Other verbs,/ɡroʊn/,9,grown,The little tree has grown tall in the garden.,那棵小樹在花園裡已經長高了。,The small seeds have grown into beautiful yellow flowers.,小種子已經長成了美麗的黃花。
grew,生長/成長(過去式),Actions,/ɡruː/,9,grew,The small puppy grew into a big strong dog.,小狗長大成了一隻強壯的大狗。,The baby puppy grew very fast in just three months.,幼犬寶寶在短短三個月內就長得非常快。
heard,聽見(過去式),Actions,/hɝːd/,9,heard,I heard someone knocking on the door yesterday.,我昨天聽到有人在敲門。,We heard a beautiful bird singing in the garden.,我們聽到一隻美麗的鳥在花園裡唱歌。
known,知道/認識(過去分詞),Actions,/noʊn/,9,known,He has been known as a kind doctor here.,他一直以來在這裡被知曉是一位親切的醫生。,This school is well known for its physical education club.,這所學校以其體育社團而聞名。
spoken,說/講(過去分詞),Actions,/ˈspoʊ.kən/,9,spo/ken,English is spoken by many people in the world.,英語被世界上許多人所說。,The spoken words of gratitude made mother very happy.,口頭說出的感激之言讓媽媽非常高興。
stood,站立(過去式),Actions,/stʊd/,9,stood,The students stood up when the teacher walked in.,當老師走進來時，學生們站了起來。,He stood by the school gate to welcome the students.,他站在校門口迎接學生。
thought,想/思考/想法(過去式),Actions,/θɑːt/,9,thought,I thought the English test was very easy.,我本來以為英文測驗很簡單。,I thought about your wonderful idea all afternoon.,我整個下午都在思考你那極棒的主意。
written,寫/書寫(過去分詞),Actions,/ˈrɪt.ən/,9,writ/ten,She has written many interesting stories for kids.,她已經為孩子們寫了許多有趣的故事。,All the new English words are written on the blackboard.,所有的新英文單字都寫在黑板上。
