word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
junior-face,face,junior-face,臉/面孔,Body,5,junior-face-ex1,Remember to wash your face every morning.,記得每天早上洗臉。,face,legacy_review_required,junior-face-ex2,She has a big smile on her face when she draws.,她畫畫時臉上帶著燦爛的笑容。,face,legacy_review_required,,,face,,,,
elementary-nose,nose,elementary-nose,鼻子,Body,5,elementary-nose-ex1,My nose is red because I have a cold.,因為感冒，我的鼻子紅紅的。,nose,legacy_review_required,elementary-nose-ex2,My dog has a black nose and a warm tail.,我的狗有著黑鼻子和溫暖的尾巴。,nose,legacy_review_required,,,nose,,,,
elementary-ear,ear,elementary-ear,耳朵,Body,1,elementary-ear-ex1,We have two ears to listen to beautiful music.,我們有兩隻耳朵來聽美妙的音樂。,ear,legacy_review_required,elementary-ear-ex2,A rabbit has long ears to hear tiny sounds.,兔子長著長耳朵來聆聽微弱的聲音。,ear,legacy_review_required,,,ear,,,,
elementary-mouth,mouth,elementary-mouth,嘴巴/口,Body,4,elementary-mouth-ex1,Open your mouth and show me your white teeth.,張開你的嘴，讓我看看你白白的牙齒。,mouth,legacy_review_required,elementary-mouth-ex2,Please open your mouth and drink some warm water.,請張開嘴巴喝些溫開水。,mouth,legacy_review_required,,,mouth,,,,
passport-tooth,tooth,passport-tooth,牙齒(單數),Body,4,passport-tooth-ex1,He lost a baby tooth and put it under his pillow.,他掉了一顆乳牙，把它放在枕頭底下。,tooth,legacy_review_required,passport-tooth-ex2,I brush my teeth and wash my face before sleep.,我睡前刷牙洗臉。,tooth,legacy_review_required,,,tooth,,,,
junior-leg,leg,junior-leg,腿/下肢,Body,1,junior-leg-ex1,Flamingos stand on one leg when they sleep.,紅鶴睡覺時只用一隻腳站立。,leg,legacy_review_required,junior-leg-ex2,A hippo has short legs but can walk fast in water.,河馬的腿很短，但牠在水裡能走得很快。,leg,legacy_review_required,,,leg,,,,
passport-teeth,teeth,passport-teeth,牙齒(複數),Body,4,passport-teeth-ex1,You should brush your teeth at least twice a day.,你每天應該至少刷牙兩次。,teeth,legacy_review_required,passport-teeth-ex2,We must brush our teeth twice a day.,我們每天必須刷牙兩次。,teeth,legacy_review_required,,,teeth,,,,
passport-feet,feet,passport-feet,腳(複數)/英尺,Body,2,passport-feet-ex1,He washed his dirty feet after playing in the mud.,他在泥巴裡玩耍後洗了乾淨髒腳。,feet,legacy_review_required,passport-feet-ex2,Wipe your wet feet on the rug before entering.,進門前先在毯子上擦乾你的濕腳。,feet,legacy_review_required,,,feet,,,,
passport-back,back,passport-back,背部/後面/返回,Body,2,passport-back-ex1,Please write your name on the back of the paper.,請在紙的背面寫下你的名字。,back,legacy_review_required,passport-back-ex2,We carry our heavy bags on our backs to school.,我們背著重重的書包上學。,back,legacy_review_required,,,back,,,,
passport-person,person,passport-person,人(單數),People,7,passport-person-ex1,Each person in our class must prepare a short story.,我們班上的每個人都必須準備一個短篇故事。,person,legacy_review_required,passport-person-ex2,Benson is a very kind and friendly person.,班森是一個非常親切且友善的人。,person,legacy_review_required,,,person,,,,
junior-people,people,junior-people,人們/人(複數),People,7,junior-people-ex1,Many people go to the park to practice Tai Chi.,許多人去公園練習太極拳。,people,legacy_review_required,junior-people-ex2,Many people in the park are flying colorful kites.,公園裡的許多人正在放彩色的風箏。,people,legacy_review_required,,,people,,,,
passport-baby,baby,passport-baby,嬰兒/寶貝,People,5,passport-baby-ex1,The sweet baby fell asleep in her mother's arms.,可愛的嬰兒在媽媽的懷抱裡睡著了。,baby,legacy_review_required,passport-baby-ex2,The baby puppy is sleeping quietly in the basket.,幼犬寶寶在籃子裡安靜地睡覺。,baby,legacy_review_required,,,baby,,,,
passport-kid,kid,passport-kid,小孩/開玩笑,People,1,passport-kid-ex1,The kids are playing hide-and-seek under the tree.,孩子們正樹底下玩捉迷藏。,kid,legacy_review_required,passport-kid-ex2,Every kid loves to play games on the playground.,每個小孩都喜歡在操場上玩遊戲。,kid,legacy_review_required,,,kid,,,,
elementary-boy,boy,elementary-boy,男孩,People,1,elementary-boy-ex1,The boy over there is my brother's classmate.,那邊那個男孩是我哥哥的同學。,boy,legacy_review_required,elementary-boy-ex2,The active boy jumped high to catch the basketball.,那個活潑的男孩跳得很高去接籃球。,boy,legacy_review_required,,,boy,,,,
elementary-girl,girl,elementary-girl,女孩,People,3,elementary-girl-ex1,The young girl wore a pink hat to school.,這個年輕的女孩戴著粉紅色的帽子去上學。,girl,legacy_review_required,elementary-girl-ex2,She is a smart girl who always does her homework.,她是一個總是寫作業的聰明女孩。,girl,legacy_review_required,,,girl,,,,
junior-woman,woman,junior-woman,女人/婦女(單數),People,6,junior-woman-ex1,A kind woman helped me find the train station.,一位好心的女士幫我找到了火車站。,woman,legacy_review_required,junior-woman-ex2,The woman standing next to the door is our teacher.,站在門旁邊的那位女士/婦女是我們的老師。,woman,legacy_review_required,,,woman,,,,
passport-women,women,passport-women,女人/婦女(複數),People,6,passport-women-ex1,The two women are talking near the flower shop.,這兩位女士正在花店附近說話。,women,legacy_review_required,passport-women-ex2,Three women walked into the library together.,三位女士/婦女一起走進了圖書館。,women,legacy_review_required,,,women,,,,
junior-bad,bad,junior-bad,壞的/不好的/嚴重的,Personal,1,junior-bad-ex1,Eating too much candy is bad for your teeth.,吃太多糖果對你的牙齒不好。,bad,legacy_review_required,junior-bad-ex2,Eating too much salt is bad for your health.,吃太多鹽對你的健康不好。,bad,legacy_review_required,,,bad,,,,
junior-good,good,junior-good,好的/優秀的,Personal,3,junior-good-ex1,It is a good habit to wash hands before meals.,飯前洗手是個好習慣。,good,legacy_review_required,junior-good-ex2,Reading is a good habit that helps us learn.,讀書是一個能幫助我們學習的好習慣。,good,legacy_review_required,,,good,,,,
passport-nice,nice,passport-nice,親切的/友善的/美好的,Personal,5,passport-nice-ex1,We had a very nice trip to the zoo yesterday.,我們昨天去動物園玩得很愉快。,nice,legacy_review_required,passport-nice-ex2,It is nice of you to share your drawing crayons.,你真好，願意分享你的繪圖蠟筆。,nice,legacy_review_required,,,nice,,,,
passport-lazy,lazy,passport-lazy,懶惰的,Personal,5,passport-lazy-ex1,The lazy dog did not want to go out for a walk.,這隻懶惰的狗不想出去散步。,lazy,legacy_review_required,passport-lazy-ex2,Do not be lazy; keep working on your dreams.,不要懶惰，為你的夢想努力奮鬥吧。,lazy,legacy_review_required,,,lazy,,,,
junior-cute,cute,junior-cute,可愛的,Personal,5,junior-cute-ex1,Look at that cute rabbit eating a fresh carrot.,看那隻正在吃新鮮胡蘿蔔的可愛兔子。,cute,legacy_review_required,junior-cute-ex2,The cute koala is sleeping in the eucalyptus tree.,可愛的無尾熊正在尤加利樹上睡覺。,cute,legacy_review_required,,,cute,,,,
passport-smart,smart,passport-smart,聰明的/時髦的,Personal,4,passport-smart-ex1,The smart dolphin can do tricks with a ball.,這隻聰明的海豚會用球做特技。,smart,legacy_review_required,passport-smart-ex2,A smart dog can learn many tricks from its owner.,聰明的狗可以從主人那裡學會很多把戲。,smart,legacy_review_required,,,smart,,,,
junior-old,old,junior-old,老的/舊的/年老的,Personal,2,junior-old-ex1,Our school has a very old eucalypt tree.,我們學校有一棵非常古老的尤加利樹。,old,legacy_review_required,junior-old-ex2,I found an old map of our school in the library.,我在圖書館找到了一張我們學校的舊地圖。,old,legacy_review_required,,,old,,,,
elementary-tall,tall,elementary-tall,高的(高聳的),Personal,3,elementary-tall-ex1,He is very tall and plays basketball very well.,他很高，而且籃球打得很好。,tall,legacy_review_required,elementary-tall-ex2,Giraffes are the tallest animals on land.,長頸鹿是陸地上最高的動物。,tall,legacy_review_required,,,tall,,,,
elementary-short,short,elementary-short,矮的/短的,Sizes & measurements,4,elementary-short-ex1,She wrote a short story about her friendly pet.,她寫了一個關於她友好寵物的短篇故事。,short,legacy_review_required,elementary-short-ex2,He wrote a short English paragraph in his notebook.,他在筆記本上寫了一段簡短的英文。,short,legacy_review_required,,,short,,,,
elementary-thin,thin,elementary-thin,薄的/瘦的/稀薄的,Personal,3,elementary-thin-ex1,"The cat looks thin, so we should feed it.",這隻貓看起來很瘦，我們應該餵牠。,thin,legacy_review_required,elementary-thin-ex2,A thin sheet of paper can still contain great ideas.,薄薄的一張紙仍然可以寫下偉大的想法。,thin,legacy_review_required,,,thin,,,,
junior-heavy,heavy,junior-heavy,重的/沉重的/大量的,Personal,5,junior-heavy-ex1,The heavy box is full of English textbooks.,這個重箱子裝滿了英文教科書。,heavy,legacy_review_required,junior-heavy-ex2,The heavy rain caused some small water pools on the playground.,大雨在操場上造成了一些小水窪。,heavy,legacy_review_required,,,heavy,,,,
passport-pretty,pretty,passport-pretty,漂亮的/相當,Personal,7,passport-pretty-ex1,She bought a pretty pink dress for the party.,她為派對買了一件漂亮的粉紅色洋裝。,pretty,legacy_review_required,passport-pretty-ex2,She painted a pretty butterfly on the card.,她在卡片上畫了一隻漂亮的蝴蝶。,pretty,legacy_review_required,,,pretty,,,,
passport-angry,angry,passport-angry,生氣的/憤怒的,Personal,5,passport-angry-ex1,My mom was angry because I broke the window.,我媽媽很生氣，因為我打破了窗戶。,angry,legacy_review_required,passport-angry-ex2,He was angry with himself for making a silly mistake.,他因為犯了一個愚蠢的錯誤而生氣。,angry,legacy_review_required,,,angry,,,,
passport-mad,mad,passport-mad,生氣的/發瘋的,Personal,1,passport-mad-ex1,Dad got mad when he saw the dirty kitchen floor.,爸爸看到髒亂的廚房地板時變得很生氣。,mad,legacy_review_required,passport-mad-ex2,Please do not be mad; let's talk and resolve it.,請不要生氣，讓我們談談並解決它。,mad,legacy_review_required,,,mad,,,,
passport-excited,excited,passport-excited,興奮的/激動的,Personal,8,passport-excited-ex1,The students are excited about the school trip.,學生們對學校旅行感到很興奮。,excited,legacy_review_required,passport-excited-ex2,The students were excited about the field trip.,學生們對戶外教學感到非常興奮。,excited,legacy_review_required,,,excited,,,,
passport-bored,bored,passport-bored,感到無聊的/無趣的,Personal,5,passport-bored-ex1,I felt bored because the movie was too long.,我感到很無聊，因為電影太長了。,bored,legacy_review_required,passport-bored-ex2,"I felt bored, so I went out to play basketball.",我感到無聊，所以出去打籃球。,bored,legacy_review_required,,,bored,,,,
passport-there,there,passport-there,那裡/那兒,Place,6,passport-there-ex1,Look! There is a beautiful rainbow in the sky.,看！天空有一道美麗的彩虹。,there,legacy_review_required,passport-there-ex2,Look at that tall tree over there; a little bird is singing.,看那邊那棵高樹，有一隻小鳥在唱歌。,there,legacy_review_required,,,there,,,,
junior-left,left,junior-left,左邊/左方的/留下,Place,3,junior-left-ex1,Please turn left at the next street corner.,請在下一個路口往左轉。,left,legacy_review_required,junior-left-ex2,There are only three apples left in the basket.,籃子裡只剩下三個蘋果了。,left,legacy_review_required,,,left,,,,
junior-right,right,junior-right,右邊/右方的/正確的,Place,4,junior-right-ex1,He wrote down the answer with his right hand.,他用右手寫下答案。,right,legacy_review_required,junior-right-ex2,Turn right at the bookstore to find the playground.,在書店右轉即可找到操場。,right,legacy_review_required,,,right,,,,
junior-here,here,junior-here,這裡/這兒,Place,5,junior-here-ex1,Come here and look at this funny picture.,過來這裡看這張有趣的圖片。,here,legacy_review_required,junior-here-ex2,Please sit here next to me and share the book.,請坐在我旁邊，一起分享這本書。,here,legacy_review_required,,,here,,,,
